@relation song_type
@attribute 'danceability' numeric
@attribute 'energy' numeric
@attribute 'key' numeric
@attribute 'loudness' numeric
@attribute 'speechiness' numeric
@attribute 'acousticness' numeric
@attribute 'instrumentalness' numeric
@attribute 'liveness' numeric
@attribute 'valence' numeric
@attribute 'tempo' numeric
@attribute 'class' string
@attribute 'id' string

@data
0.663,0.546,5,-5.234,0.0269,0.0322,0.000572,0.107,0.656,88.171,playlist_8,3arKRnq9OUd7yq6LRwVW8I
0.858,0.396,1,-10.777,0.0515,0.00137,0.0000108,0.119,0.831,89.108,playlist_8,1vYew137WJ69SFp9oez3xm
0.332,0.179,5,-11.83,0.0326,0.879,0,0.0886,0.315,96.529,playlist_8,1e0hllQ23AG0QGFgezgLOq
0.621,0.853,2,-5.735,0.0253,0.0767,0.00000326,0.0893,0.714,128.142,playlist_8,5yc59J3MR3tVDPTOgwgRI5
0.377,0.734,9,-3.645,0.0334,0.0985,0,0.0942,0.393,169.988,playlist_8,3oP2vxUR2bjFCrU9YolGnM
0.534,0.725,6,-7.576,0.0332,0.188,0,0.0994,0.763,95.003,playlist_8,7DD7eSuYSC5xk2ArU62esN
0.51,0.488,7,-10.304,0.0304,0.256,0,0.11,0.649,125.683,playlist_8,7uEcCGtM1FBBGIhPozhJjv
0.407,0.834,6,-9.224,0.208,0.0734,0.00021,0.241,0.71,121.38,playlist_8,3UDmHZcBTQp8Iu8droNtUl
0.622,0.392,0,-6.269,0.028,0.692,0,0.123,0.547,120.096,playlist_8,2Tuc96S4JToUiQSLW3aMec
0.598,0.756,2,-5.775,0.0394,0.00106,0.088,0.414,0.611,135.048,playlist_8,3ReFBi6pcCj7IOeb2bsMgV
0.545,0.458,11,-8.273,0.0583,0.38,0,0.152,0.343,84.848,playlist_8,1UOuZs8BPGMM6Ls0jP6BjQ
0.404,0.877,7,-4.319,0.037,0.0241,0.00000789,0.166,0.68,179.885,playlist_8,42DSTal38NakfMCu7RuNcv
0.71,0.847,0,-3.009,0.0892,0.0289,0.00033,0.0613,0.65,119.944,playlist_8,43O3Iu8mDJy10i6k8SVRXX
0.675,0.448,11,-13.175,0.0389,0.541,0.0135,0.126,0.441,101.344,playlist_9,6uvT4Di9ZRBw5cbexZJDts
0.675,0.448,11,-13.175,0.0389,0.541,0.0135,0.126,0.441,101.344,playlist_9,6uvT4Di9ZRBw5cbexZJDts
0.543,0.793,0,-5.905,0.0403,0.225,0.000114,0.363,0.553,140.06,playlist_9,4YZFC2igC3mzuktFHSF9mY
0.532,0.883,0,-2.743,0.0352,0.0951,0,0.304,0.7,99.995,playlist_9,17Vry8h1fUTYg8NL6pHhem
0.595,0.653,7,-4.935,0.0265,0.246,0,0.264,0.542,128.93,playlist_9,3oW6SWwGqiZSPTiAp7ZQoH
0.579,0.801,0,-7.454,0.0449,0.121,0.0000758,0.0821,0.972,174.755,playlist_9,2LbOTztU3giUjjYmgtKgj3
0.586,0.848,11,-6.899,0.297,0.038,0.00064,0.122,0.645,137.723,playlist_9,0nJzekxLI0x35YtKg0FdZ2
0.61,0.559,7,-6.524,0.0264,0.392,0,0.131,0.378,73.972,playlist_9,391R7sGZ4SX7qPdpAsfiGW
0.479,0.486,4,-11.195,0.035,0.142,0.000694,0.0856,0.515,72.374,playlist_9,1kRlt3v0NI6OLhyMkZZAee
0.546,0.838,7,-3.51,0.0319,0.27,0.0000124,0.0841,0.719,151.914,playlist_9,24Nt4OalWDICkEKVy81X6k
0.667,0.502,0,-11.355,0.0406,0.331,0.000477,0.241,0.719,101.598,playlist_9,0ToT7hkqQq1L91VtznrmGX
0.731,0.465,2,-8.133,0.03,0.386,0,0.0854,0.519,120.877,playlist_9,2VN8jqhBgwIsU849PKxCfE
0.716,0.604,2,-9.887,0.0303,0.418,0.0000566,0.065,0.644,102.666,playlist_9,3IFcgzuNTeAGyReULkmYFj
0.566,0.861,10,-7.543,0.0365,0.143,0.000213,0.0817,0.862,173.793,playlist_9,4s6Q9zPmiYcpo5MR7uoVnt
0.696,0.449,7,-10.481,0.0292,0.555,0,0.28,0.689,111.688,playlist_9,58e5NT8x76aW7vfg2HxIpi
0.378,0.57,8,-12.024,0.114,0.723,0.0000167,0.151,0.851,198.882,playlist_9,1r717VaFVWg0GpgMGwWssL
0.711,0.491,7,-10.323,0.0295,0.381,0.00000912,0.249,0.671,121.294,playlist_9,3otZLoLcx2d74hx8RaHXh6
0.757,0.399,4,-13.656,0.0287,0.308,0,0.0899,0.653,95.238,playlist_9,5Afue9VTRQFArYOjtyUCri
0.698,0.632,9,-6.508,0.0247,0.554,0,0.118,0.458,102.408,playlist_9,12TE7Vt592RcM1G3EaaZ0f
0.502,0.792,3,-5.473,0.0335,0.304,0.0385,0.143,0.44,155.902,playlist_9,5C6uh95eAL0RBTSGXKQwvk
0.622,0.763,9,-6.4,0.0263,0.055,0.00000891,0.313,0.621,102,playlist_9,1vBpwxsLVwaR4evBIaFmqD
0.442,0.684,6,-4.888,0.168,0.191,0,0.0725,0.218,170.861,playlist_10,02opp1cycqiFNDpLd2o1J3
0.531,0.544,0,-8.615,0.462,0.308,0.00000189,0.0835,0.398,131.921,playlist_10,3ZLyt2ndLFBh148XRYjYYZ
0.688,0.556,6,-7.738,0.264,0.7,0.00000187,0.108,0.416,129.336,playlist_10,08zJpaUQVi9FrKv2e32Bah
0.612,0.593,1,-6.294,0.458,0.0395,0,0.484,0.883,130.583,playlist_10,3Eq7yD58dIXqOgw1j7NFhY
0.591,0.889,7,-3.839,0.115,0.0189,0,0.155,0.65,143.067,playlist_10,4NTWZqvfQTlOMitlVn6tew
0.603,0.725,6,-3.054,0.0393,0.174,0,0.0786,0.304,122.803,playlist_10,3NJG6vMH1ZsectZkocMEm0
0.763,0.911,2,-3.036,0.207,0.0174,0,0.328,0.393,99.019,playlist_10,1jrR0rsFRSWR2CHJLL2TrR
0.865,0.687,10,-3.744,0.217,0.242,0,0.158,0.486,139.023,playlist_10,7KOlJ92bu51cltsD9KU5I7
0.925,0.443,1,-8.216,0.264,0.0172,0,0.276,0.35,136.078,playlist_10,2bjwRfXMk4uRgOD9IBYl9h
0.505,0.611,7,-5.976,0.0648,0.826,0,0.108,0.176,85.944,playlist_10,0URaKGzNTtzKRtsJN1RkA9
0.765,0.356,11,-5.556,0.195,0.223,0,0.0963,0.189,96.991,playlist_10,3pXF1nA74528Edde4of9CC
0.676,0.415,9,-9.752,0.508,0.0281,0,0.0915,0.146,193.206,playlist_10,1uDjaezEbalGyGnuH80zDK
0.699,0.543,0,-8.879,0.138,0.0411,0.00000126,0.178,0.14,130.064,playlist_10,17AS0y6FnHdYImAPUydAJg
0.387,0.773,8,-5.685,0.17,0.098,0,0.209,0.368,78.629,playlist_10,70tFuqBcduJv15bEnOPRTh
0.555,0.713,11,-4.549,0.0911,0.0845,0,0.712,0.725,79.934,playlist_10,49GYdiLjYMrUKr7H5YXHto
0.709,0.589,8,-7.776,0.0433,0.0507,0,0.0585,0.58,133.922,playlist_10,29gsi1zZrZxdStACmTQB0Z
0.612,0.536,10,-6.537,0.157,0.697,0,0.131,0.603,132.251,playlist_10,3cuW0sgJND4ZkdN1m7m7Gg
0.818,0.497,4,-7.249,0.0502,0.162,0,0.0645,0.814,102.042,playlist_10,1V8c3uV6p7uTsfQof5oRXg
0.89,0.393,4,-10.821,0.267,0.331,0.00000881,0.283,0.304,128.084,playlist_10,16qYlQ6koFxYVbiJbGHblz
0.724,0.691,6,-5.665,0.0324,0.0172,0.0000168,0.194,0.236,126.002,playlist_10,7rdjfrTBMNt3KaaGvSv3YG
0.823,0.733,1,-5.474,0.0628,0.0349,0,0.324,0.397,97.972,playlist_10,4w7yrP4RAeeyhfG9nJqQvS
0.839,0.81,5,-5.274,0.0568,0.501,0,0.117,0.814,129.014,playlist_10,1f5cbQtDrykjarZVrShaDI
0.841,0.728,7,-3.37,0.0484,0.0847,0,0.149,0.43,130.049,playlist_10,6gBFPUFcJLzWGx4lenP6h2
0.822,0.471,1,-7.303,0.193,0.186,0,0.215,0.512,135.07,playlist_10,2p4p9YGwmJIdf5IA9sSWhm
0.665,0.653,7,-3.349,0.289,0.196,0,0.0924,0.725,89.08,playlist_10,1ec64Z9X5poSYPT4N1QNm6
0.92,0.674,1,-5.662,0.264,0.307,0,0.104,0.741,141.967,playlist_10,6p8NuHm8uCGnn2Dtbtf7zE
0.487,0.729,2,-6.815,0.271,0.0538,0.00000407,0.44,0.217,91.048,playlist_10,439TlnnznSiBbQbgXiBqAd
0.869,0.526,0,-5.766,0.111,0.139,0,0.119,0.217,128.996,playlist_10,4Hj5yNHgu2dyrnzRQN7Gld
0.505,0.397,5,-9.349,0.324,0.716,0,0.0853,0.558,95.063,playlist_10,3eze1OsZ1rqeXkKStNfTmi
0.929,0.723,11,-5.792,0.109,0.0672,0,0.346,0.458,125.022,playlist_10,2771LMNxwf62FTAdpJMQfM
0.605,0.51,11,-8.094,0.423,0.165,0.000088,0.104,0.389,65.255,playlist_10,1OHoBC4icbuNhpSxP400sv
0.596,0.815,6,-5.668,0.0755,0.0111,0,0.174,0.459,165.015,playlist_10,7zBQRGpYImAdIZc97FNj3V
0.922,0.583,5,-4.982,0.0753,0.0098,0,0.0962,0.494,136.043,playlist_10,7bsnTsbiwOymZWjPF9v6Di
0.665,0.498,5,-8.185,0.0832,0.228,0,0.0757,0.127,81.967,playlist_10,5yuShbu70mtHXY0yLzCQLQ
0.831,0.558,1,-3.551,0.242,0.018,0,0.094,0.338,141.974,playlist_10,5mB1bWU8VueYVxuvcLPn2B
0.689,0.564,2,-6.226,0.136,0.187,0,0.0721,0.123,185.023,playlist_10,1Ser4X0TKttOvo8bgdytTP
0.663,0.91,1,-1.629,0.317,0.0719,0,0.244,0.342,144.993,playlist_10,3e21cX0CVwzkQXiHz7WUQZ
0.688,0.835,8,-4.162,0.0911,0.0583,0.00000287,0.0795,0.88,84.858,playlist_10,6ndmKwWqMozN2tcZqzCX4K
0.657,0.421,9,-11.378,0.412,0.352,0.000218,0.187,0.181,174.063,playlist_10,6I6NX6tjGsxFAsIfGzY9lJ
0.838,0.546,5,-6.811,0.295,0.153,0,0.0656,0.745,137.027,playlist_10,51LIqkda3pTeECZUhMnool
0.767,0.782,7,-5.545,0.14,0.0541,0,0.338,0.827,116.491,playlist_10,3TKt9EoDMmKvNYpk1e6GkI
0.864,0.802,5,-5.411,0.146,0.0691,0,0.103,0.744,97.969,playlist_10,16xIGOpadMacj7UtG7ZhS8
0.891,0.486,6,-7.803,0.159,0.0158,0.00000378,0.0925,0.239,125.01,playlist_10,4scpF6J5uMBvoh6sFB7EL1
0.795,0.597,0,-6.592,0.263,0.0142,0,0.3,0.457,128.907,playlist_10,6fk567SvbMii33m3oUUHNu
0.739,0.57,1,-7.322,0.0741,0.113,0,0.118,0.802,108.899,playlist_10,1Ihp93uWHbtsRouFBrOY4V
0.618,0.817,10,-3.748,0.358,0.171,0,0.155,0.478,152.675,playlist_10,6X1PoMbEJPxgAfvT9qxMM5
0.794,0.51,9,-7.314,0.42,0.0505,0.00000181,0.0562,0.18,167.879,playlist_10,19gEmPjfqSZT0ulDRfjl0m
0.77,0.699,0,-6.59,0.199,0.0596,0.0000165,0.17,0.696,81.003,playlist_10,1ojBtNRMzjL7ptLPZCzfRz
0.943,0.595,5,-8.372,0.191,0.0673,0,0.0839,0.815,117.532,playlist_10,34oWbFBfGEElvgO0a5c9V4
0.831,0.814,5,-5.18,0.474,0.391,0,0.109,0.846,161.041,playlist_10,3AMnOVxEHUgVrythGgqPhI
0.763,0.598,11,-6.865,0.0539,0.0714,0,0.112,0.182,140.987,playlist_10,1yxgsra98r3qAtxqiGZPiX
0.667,0.493,5,-11.207,0.0546,0.0578,0,0.367,0.313,124.128,playlist_10,3CEyM9wliTj7TeuuG84KZU
0.654,0.825,7,-4.744,0.186,0.0736,0.00000427,0.242,0.73,140.012,playlist_10,4dAUGcD3zfZhJPyLXFSAUW
0.831,0.514,7,-6.695,0.0368,0.203,0.000156,0.115,0.397,114.94,playlist_10,0NBiC3zLXoBQXBjsbnbwJq
0.587,0.711,1,-6.33,0.42,0.171,0,0.125,0.381,98.008,playlist_10,3muBQDekYAg7jm6hDu6R0Z
0.703,0.661,6,-3.885,0.0539,0.0517,0,0.34,0.495,149.906,playlist_10,5de7ci7TFqbQ1PFgKAD7MR
0.636,0.566,6,-7.16,0.106,0.365,0.000353,0.0917,0.425,151.894,playlist_10,6LxSe8YmdPxy095Ux6znaQ
0.8,0.656,5,-5.874,0.114,0.0144,0,0.354,0.436,119.921,playlist_10,0egGmGkZ8maYdEYo4RrVsZ
0.721,0.738,2,-5.682,0.0649,0.00222,0,0.224,0.375,135.988,playlist_10,6v2eEC9Nr9POe5xPUm8361
0.734,0.892,2,-1.856,0.125,0.0648,0,0.58,0.605,138.031,playlist_10,4GVD0FIBo08FSAy3tbIY7g
0.418,0.724,5,-3.724,0.0964,0.213,0,0.112,0.604,78.521,playlist_10,0PJIbOdMs3bd5AT8liULMQ
0.644,0.661,11,-6.093,0.0418,0.000177,0.00000514,0.108,0.272,154.001,playlist_10,4aX4Oycsk1fhHIee1zqsDe
0.631,0.774,11,-2.459,0.3,0.468,0,0.281,0.44,79.745,playlist_10,42zd6DYQ4o4SECmTITrM1U
0.559,0.531,10,-6.981,0.404,0.0137,0,0.293,0.333,144.367,playlist_10,1fnRwgZLgAYMM1dVL1oqwG
0.795,0.633,9,-7.926,0.0907,0.0887,0.0000235,0.101,0.292,110.025,playlist_10,09GCuO9yQH5R1E8HYknrV8
0.832,0.641,1,-2.672,0.0458,0.0465,0.0000032,0.337,0.232,133.06,playlist_10,2RUuKIHFHjk41E7YsJ9HNP
0.859,0.627,6,-7.91,0.13,0.0388,0.000202,0.101,0.594,142.062,playlist_10,5uqphUYsR45kPYplrYSAQh
0.815,0.364,2,-11.158,0.375,0.533,0.0000352,0.108,0.328,129.937,playlist_10,5tsI3xxDHDgzHhn30LTQNz
0.569,0.683,11,-4.269,0.148,0.199,0,0.108,0.634,156.154,playlist_10,34j0oTMqyoEPJdtnCZS5vD
0.905,0.575,1,-8.64,0.0881,0.067,0.0000222,0.0602,0.365,115.031,playlist_10,59oP06RoBps6bvbvSQ1Zee
0.664,0.698,10,-5.084,0.067,0.127,0,0.118,0.573,135.023,playlist_10,2pwnEzgIzYL4AOw4ousjkB
0.864,0.493,8,-7.718,0.198,0.651,0.00518,0.151,0.774,104.942,playlist_10,4c1BAfuPGZSun6aAvmmoHs
0.918,0.837,5,-6.373,0.0603,0.503,0.432,0.516,0.899,109.454,playlist_11,1oMVxUgyxXqtCR35sNl8KM
0.92,0.364,10,-9.371,0.0381,0.0196,0.000298,0.11,0.777,100.171,playlist_11,5uIeRAC9O1ZXPQEEqpPVLL
0.607,0.595,7,-9.237,0.0542,0.161,0.0188,0.184,0.581,180.982,playlist_11,4bNKvePgcSeo9eQM2yIbVE
0.802,0.77,5,-6.339,0.0407,0.0556,0.884,0.801,0.623,99.001,playlist_11,6xxkyxprEd4B9a28yrhsyR
0.735,0.555,1,-8.84,0.0366,0.382,0.856,0.0952,0.523,100.01,playlist_11,3WS7spXVlbeC5kjePmHMQW
0.762,0.403,11,-10.423,0.158,0.0396,0.0113,0.256,0.346,80.476,playlist_11,0tNuJpBgtE65diL6Q8Q7fI
0.532,0.874,9,-5.183,0.0482,0.00842,0.012,0.452,0.361,91.038,playlist_11,0U0ldCRmgCqhVvD6ksG63j
0.395,0.197,2,-11.745,0.0331,0.974,0.00579,0.0803,0.236,137.828,playlist_11,5ufZfQkk1FFbFARFL3VH5U
0.596,0.601,1,-10.745,0.0266,0.152,0.907,0.0957,0.115,89.997,playlist_11,4sjFxvB5yYqJQNKx1AV6bk
0.561,0.33,5,-13.51,0.0268,0.76,0.134,0.106,0.378,79.01,playlist_11,57kozn0j4DL3toKrqKQY0U
0.592,0.689,1,-8.21,0.033,0.137,0.877,0.1,0.336,88.997,playlist_11,0KB8A2jnZKT6aXvOzhKlCo
0.586,0.642,0,-8.814,0.0288,0.000695,0.0385,0.137,0.298,95.016,playlist_11,0pH2d6191rnYlcL1MaM3Gx
0.705,0.479,5,-9.217,0.0767,0.499,0.000425,0.114,0.431,80.009,playlist_11,3mT1AONeTJDi1k8vH8pA2L
0.819,0.736,7,-6.504,0.0416,0.158,0.00161,0.109,0.701,120.318,playlist_11,6PZDPg3dZgJkNL6nVMUB4b
0.637,0.49,4,-7.288,0.563,0.388,0.0322,0.363,0.247,133.414,playlist_11,682cnKvTcXg59UvQUic4t2
0.54,0.527,9,-10.101,0.1,0.0637,0.777,0.119,0.428,127.958,playlist_11,6oDzrk6RkZ9p2Py7ioozJN
0.625,0.576,11,-5.693,0.175,0.0543,0.0000407,0.187,0.235,179.063,playlist_11,5hJFhO9dvhJoDvUZZ9iWSw
0.449,0.63,9,-9.236,0.304,0.0189,0.0000798,0.103,0.495,174.966,playlist_11,7dW7i3Pf4tLeOAZ3mNpk56
0.72,0.595,2,-6.109,0.0976,0.0672,0.0000473,0.0775,0.486,111,playlist_11,1SayqEg8HKK2IeIEWjdYxY
0.456,0.459,9,-8.416,0.0356,0.0703,0.000183,0.11,0.167,120.009,playlist_11,7HyvbdOddwXEGzKoLNxhKG
0.528,0.752,9,-5.978,0.028,0.00568,0.000317,0.215,0.871,155.96,playlist_11,3svsoWykZiBhyIz0OIaWIN
0.811,0.679,6,-7.104,0.222,0.00126,0.0000373,0.0667,0.887,92.982,playlist_11,2GHCGJ8LSmSy3GDnGwPssh
0.469,0.367,1,-15.232,0.143,0.662,0,0.0529,0.567,90.016,playlist_11,06ZumdD89viAIlyPlaW3hX
0.645,0.601,5,-8.153,0.0517,0.0583,0.0166,0.221,0.43,94.027,playlist_11,2s8SzxTOJM6qUrxKmou4BK
0.633,0.661,8,-8.234,0.0254,0.051,0.00511,0.118,0.696,168.093,playlist_11,0GsQ4dS8a6vV3P3A7lc4nc
0.622,0.831,11,-9.403,0.0413,0.0574,0.816,0.223,0.241,119.514,playlist_11,5vQq4voQxd3QTkkdkONX1Q
0.581,0.73,9,-5.038,0.107,0.263,0.421,0.159,0.443,165.843,playlist_11,61KHfpOOqUgSWpzfpufkzs
0.577,0.421,4,-13.142,0.0489,0.0162,0.124,0.0722,0.737,168.009,playlist_11,3kKVqFF4pv4EXeQe428zl2
0.57,0.745,5,-4.567,0.0321,0.0196,0,0.626,0.613,98.944,playlist_11,4bWnKmUeVwQIM0n2QwZ5Sc
0.475,0.174,0,-16.336,0.0334,0.884,0.9,0.192,0.0631,112.223,playlist_11,0lNv8HyonQ5c6SYwkcmwD8
0.705,0.813,5,-7.334,0.0317,0.0299,0.00123,0.033,0.862,112.003,playlist_11,55SAyrUcLo8fEFjvcN2twt
0.544,0.674,2,-10.107,0.0487,0.588,0.00325,0.373,0.564,170.658,playlist_11,7vBhC6oWcqP8ug24Ctz7Su
0.747,0.68,1,-6.187,0.0346,0.0107,0.803,0.0964,0.594,93.804,playlist_11,5Nn2Dj7OQsGL6pgQ9iIzPp
0.519,0.551,10,-8.436,0.0333,0.0592,0.437,0.368,0.141,86.83,playlist_11,7wsOAPS2qrNmJp0UJjMwJv
0.584,0.905,3,-6.471,0.0437,0.0426,0.584,0.38,0.307,107.011,playlist_11,6BtacdAJogD1sDVr95f83W
0.666,0.754,1,-8.575,0.04,0.00323,0.834,0.0772,0.604,146.017,playlist_11,1f1v3XiqVTcUXmOGmftozQ
0.754,0.785,10,-8.178,0.18,0.0287,0.00144,0.319,0.821,94.123,playlist_11,0XgpiStoxq1IJncYlPrvZ5
0.696,0.661,3,-3.707,0.0259,0.165,0,0.078,0.486,108.003,playlist_11,5Z0DeBe276oldwAh6ooCxl
0.415,0.456,9,-12.082,0.0352,0.00501,0.763,0.178,0.0935,151.937,playlist_11,2KA5dJ1anLSIbKrq5Hg6B6
0.603,0.606,3,-5.06,0.0688,0.0108,0.00157,0.108,0.403,93.06,playlist_11,6OHWgUuDDedHRVhcg8vlaf
0.715,0.429,1,-6.476,0.0315,0.448,0.0223,0.102,0.359,93.006,playlist_11,2uA9UIwIh80JVNblihS6gt
0.617,0.778,9,-8.871,0.027,0.459,0.925,0.128,0.152,100.363,playlist_11,0bXpmJyHHYPk6QBFj25bYF
0.55,0.535,0,-12.269,0.193,0.304,0.00605,0.193,0.491,119.895,playlist_11,2LdaAgX3r9WiyuOJRoN5m2
0.725,0.478,9,-6.933,0.066,0.0604,0.0109,0.0428,0.498,100.012,playlist_11,1qb40a0BQjVxRkpdvofNVn
0.786,0.362,7,-13.785,0.0373,0.695,0.408,0.0897,0.642,115.022,playlist_11,3HbRZqIeA48jhIQ8VOYf5E
0.94,0.208,9,-15.235,0.0853,0.21,0.085,0.105,0.148,115.872,playlist_11,16NE62lzGmi6ehGTNVI659
0.638,0.701,1,-12.067,0.0484,0.189,0.633,0.198,0.702,139.974,playlist_11,08Z7Ve3H5p850qQfG9N3Of
0.726,0.63,5,-9.351,0.166,0.113,0.000112,0.364,0.4,91.981,playlist_11,70adgkFUakt1DgxqwTMC6X
0.687,0.646,1,-13.639,0.0462,0.421,0.41,0.362,0.571,113.993,playlist_11,46LwAOzg3UYvxiXyyaFedz
0.493,0.714,9,-10.267,0.0715,0.321,0.842,0.111,0.0561,114.002,playlist_11,20Y5XZkFEJ7hEFPQq611vZ
0.658,0.591,9,-5.197,0.0309,0.00959,0.00000527,0.325,0.326,114.078,playlist_11,6VwBbL8CzPiC4QV66ay7oR
0.637,0.571,9,-7.548,0.0409,0.115,0.597,0.135,0.0916,80.211,playlist_11,0IxGgqjkjVtC9za87YRGtK
0.631,0.587,1,-9.439,0.0622,0.343,0.0044,0.205,0.457,67.648,playlist_11,0faYOYKrE2vel4dQQqgXkf
0.799,0.463,10,-7.481,0.113,0.25,0.303,0.165,0.59,100.055,playlist_11,1rWatpQcBCiVIa1UhZAiyT
0.516,0.916,7,-7.255,0.0644,0.237,0,0.636,0.478,102.779,playlist_11,516V4vS25xnGdVgkBWO6Wf
0.441,0.595,4,-5.354,0.0311,0.721,0,0.778,0.265,98.387,playlist_11,7m2Vg1p0d0tksAnj6B4Qfd
0.525,0.538,11,-9.366,0.0783,0.14,0.117,0.095,0.802,175.953,playlist_11,085XpQzAKm4nAfcfRp2get
0.773,0.263,4,-8.879,0.0574,0.296,0.126,0.139,0.518,90.687,playlist_11,29j4EY2vlbQH1qzzi6awX9
0.72,0.863,8,-7.214,0.0519,0.00242,0.0349,0.244,0.419,124.956,playlist_11,3gJ6zwktnEThGNf81om0tM
0.52,0.587,4,-10.471,0.0366,0.000706,0.358,0.155,0.111,173.964,playlist_11,5hSr7avqY8cSqiZzhcEOqu
0.842,0.642,11,-8.362,0.0622,0.0766,0.000192,0.0232,0.919,124.009,playlist_11,4CJYWuPrkelEaRUQIDJqFi
0.712,0.467,4,-8.632,0.0342,0.0553,0.448,0.0852,0.524,99.986,playlist_11,1tbInvb7M0kUdlxfwh18qM
0.467,0.824,8,-7.893,0.0381,0.00232,0.285,0.0933,0.62,164.988,playlist_11,0oIsNC7YcF48ozlsBacKRY
0.882,0.361,4,-6.679,0.278,0.0294,0.875,0.307,0.2,143.982,playlist_11,5R4hGpNiUxoDpKx1RLHvzL
0.436,0.537,1,-14.77,0.0797,0.106,0.0522,0.774,0.635,91.031,playlist_11,4WLcZboHbHdgARAIzOojRx
0.641,0.414,11,-11.95,0.0432,0.362,0.833,0.25,0.269,90.007,playlist_11,6VhlABJh5uaZOpyyi5wute
0.597,0.576,1,-7.141,0.0322,0.848,0.759,0.171,0.881,106.181,playlist_11,0qg7vnrsBfsDCikGxyWzSX
0.568,0.719,8,-5.406,0.0354,0.0892,0.00000184,0.233,0.539,106.036,playlist_11,4prEPl61C8qZpeo3IkYSMl
0.628,0.625,5,-9.224,0.0465,0.0758,0.645,0.48,0.148,172.154,playlist_11,1GaYqv2NMMlVbG3ewJQ4A6
0.304,0.285,0,-8.72,0.0353,0.457,0.00000992,0.0936,0.0311,147.718,playlist_11,24Fn8UTT8Glox4QxEXjykO
0.871,0.472,4,-11.077,0.0756,0.74,0.286,0.145,0.707,124.04,playlist_11,2SMn57cBVxoD4TArscpovk
0.734,0.571,11,-7.307,0.0542,0.0749,0.728,0.138,0.431,139.928,playlist_11,1c1OUeRthmOiKtXfwloKro
0.467,0.824,8,-7.893,0.0381,0.00232,0.285,0.0933,0.62,164.988,playlist_11,0oIsNC7YcF48ozlsBacKRY
0.866,0.534,11,-9.201,0.229,0.184,0.266,0.0929,0.841,98.243,playlist_11,0eEXcw3JLVXcRxYrVYMy68
0.601,0.772,0,-4.137,0.031,0.181,0.0543,0.0928,0.294,99.445,playlist_11,3a6PN6BRB8PP3ms48s7kU1
0.362,0.752,8,-4.589,0.0547,0.000163,0.677,0.0678,0.466,172.241,playlist_11,6IE47jpPeatF2Iay7GZtEc
0.551,0.865,0,-8.71,0.164,0.258,0.845,0.282,0.489,136.296,playlist_11,4Ene7pDlBipg2whXHM5u7J
0.627,0.746,6,-8.711,0.0469,0.569,0.772,0.19,0.876,102.024,playlist_11,0ga8SPC1uPdqkzPUns5VVS
0.28,0.897,6,-9.433,0.543,0.049,0.0534,0.356,0.48,205.984,playlist_11,7zH65FdaF3H2C1YZRyzYtM
0.518,0.584,3,-7.951,0.032,0.0134,0.0215,0.0964,0.182,139.936,playlist_11,4ChBLndekjzQveHPsn3r6W
0.608,0.746,5,-5.249,0.184,0.115,0.0087,0.427,0.277,117.072,playlist_11,2Im64pIz6m0EJKdUe6eZ8r
0.641,0.913,10,-6.548,0.0346,0.0402,0.00000443,0.116,0.336,139.978,playlist_11,1nNPLcueemE7gIoBqsYUTT
0.493,0.351,5,-15.24,0.026,0.648,0.55,0.0939,0.219,86.49,playlist_11,4cavzVoMnmnICmOwabpuDV
0.541,0.586,9,-10.596,0.0283,0.184,0.681,0.128,0.198,138.014,playlist_11,5VQdYgOMD5DunteeIWztZs
0.597,0.576,1,-7.141,0.0322,0.848,0.759,0.171,0.881,106.181,playlist_11,0qg7vnrsBfsDCikGxyWzSX
0.695,0.729,1,-4.435,0.0324,0.0375,0.00625,0.292,0.818,144.035,playlist_11,4tc5UgZiIdz8LAISqEk1hP
0.732,0.504,2,-11.647,0.0302,0.788,0.828,0.0996,0.701,118.111,playlist_11,4TUg8KwfQoxv9wZN47yexC
0.596,0.446,4,-14.22,0.0285,0.781,0.626,0.562,0.123,133.988,playlist_11,40Sw7gIi4EgHsdcesQvo5y
0.736,0.423,9,-7.357,0.0332,0.677,0.656,0.065,0.804,88.015,playlist_11,2twwV8BMerFcRZ1fSEOuF1
0.77,0.678,2,-9.087,0.0491,0.0838,0.676,0.149,0.188,99.982,playlist_11,7vnyJvpBh3fJb3DgEVG9Qo
0.518,0.569,4,-6.924,0.0325,0.0263,0.654,0.272,0.399,165.094,playlist_11,7t85fcTuz1O9QDFLQ1qUGf
0.509,0.537,5,-6.834,0.0384,0.347,0.00000729,0.0805,0.311,170.03,playlist_11,6si71supnBUhddjR2FJc2L
0.835,0.481,0,-7.188,0.387,0.0308,0.000501,0.0896,0.34,139.581,playlist_11,2WMRd3xAb9FwXopCRNWDq1
0.643,0.535,0,-6.795,0.0941,0.648,0.00213,0.0766,0.564,82.193,playlist_11,74HYrIbnpc2xKCTenv5qKM
0.729,0.442,11,-8.106,0.285,0.151,0,0.189,0.757,81.029,playlist_11,4pdLZsxq0y5oJDb6Cxlokw
0.699,0.812,0,-6.005,0.0377,0.0164,0.000763,0.105,0.662,138.185,playlist_11,4dyx5SzxPPaD8xQIid5Wjj
0.473,0.883,6,-3.65,0.047,0.00201,0.000967,0.142,0.164,115.048,playlist_11,5PtEpuVX03k9bOUwilL5EO
